tournament_name,start_date,end_date,center_name,center_location,pattern_name,pattern_length,pattern_volume,pattern_ratio,position,name,hometown,match_play_record,average,points,earnings,squad,score,+/-_200
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,7,Nate Garcia,"Port St. Lucie, Fla.",,215,,,A,1290,90
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,8,Matt Zweig,"Tempe, Ariz.",,214.33,,,A,1286,86
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,9,Nathan Bohr,"Austin, Texas",,210.5,,,A,1263,63
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,10,Packy Hanrahan,"Wichita, Kan.",,209.67,,,A,1258,58
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,11,Michael Davidson,"Versailles, Ohio",,207.5,,,A,1245,45
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,12,Brad Miller,"Lees Summit, Mo.",,204.67,,,A,1228,28
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,13,Blake Demore,"Springfield, Mo.",,204,,,A,1224,24
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,14,JR Raymond,"Clinton Twp., Mich.",,203.17,,,A,1219,19
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,15,AJ Johnson,"Oswego, Ill.",,202.83,,,A,1217,17
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,16,Tim Mack,"Greenwood, Ind.",,202.67,,,A,1216,16
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,17,Nick Pate,"Inver Grove Heights, Minn.",,202.33,,,A,1214,14
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,18,Carlos Granados,Venezuela,,202.33,,,A,1214,14
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,19,Zac Tackett,"Huntington, Ind.",,202.33,,,A,1214,14
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,20,Ildemaro Ruiz,Venezuela,,201.17,,,A,1207,7
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,21,Tom Adcock,"Forsyth, Ill.",,198.83,,,A,1193,-7
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,22,Anthony Lavery-Spahr,"Pasadena, Texas",,196.67,,,A,1180,-20
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,23,Brandon Novak,"Chillicothe, Ohio",,196.33,,,A,1178,-22
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,24,Frank Snodgrass,"Adrian, MI",,194.83,,,A,1169,-31
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,25,Toby Sambueno,"Apopka, FL",,193.17,,,A,1159,-41
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,26,Joseph Grondin,"San Pedro, Calif.",,191.33,,,A,1148,-52
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,27,Tim Gruendler,"St. Louis, Mo.",,190.83,,,A,1145,-55
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,28,Matt Kuba,"Minster, Ohio",,190.67,,,A,1144,-56
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,29,Kevin McCune,"Munster, Ind.",,189.17,,,A,1135,-65
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,30,Brian Robinson,"Morgantown, W. Va.",,188.33,,,A,1130,-70
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,31,Tony Johnson,"Auburndale, Fla.",,187.67,,,A,1126,-74
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,32,Trevor Roberts,"Crystal River, Fla.",,185.5,,,A,1113,-87
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,33,Wesley Low Jr.,"Palmdale, Calif.",,184.83,,,A,1109,-91
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,34,Andrew Rettig,"Hamburg, N.Y.",,182.5,,,A,1095,-105
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,35,Anthony Neuer,"Lewisburg, Pa.",,180.17,,,A,1081,-119
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,36,Mason Brantley,Detroit,,172.17,,,A,1033,-167
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,37,Ryan Liederbach,"Northfield, Ohio",,170.83,,,A,1025,-175
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,38,JT Jackson,"Sherman Oaks, Calif.",,162.5,,,A,975,-225
PBA Tournament of Champions - PTQ,2022-02-21T12:00:00Z,,AMF Riviera Lanes,"20 S Miller Rd, Fairlawn OH 44333 United States",,,,,39,Justin Knowles,"Okemos, Mich.",,157.5,,,A,945,-255
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,1,Santtu Tahvanainen,Finland,,230.88,,,A,1847,247
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,2,Keven Williams,"Roseville, CA",,227.75,,,A,1822,222
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,3,Michael Martell,"Brooklyn, N.Y.",,226.38,,,A,1811,211
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,4,Nate Garcia,"Port St. Lucie, Fla.",,225,,,A,1800,200
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,5,Brent Boho,"Colgate, Wis.",,224.75,,,A,1798,198
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,6,Darren Andretta,"Wantagh, N.Y.",,224,,,A,1792,192
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,7,John Furey,"Howell, N.J.",,221.5,,,A,1772,172
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,8,JR Raymond,"Clinton Twp., Mich.",,218.88,,,A,1751,151
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,9,Trevor Roberts,"Crystal River, Fla.",,217.13,,,A,1737,137
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,10,Jace Meyer,"Monticello, Iowa",,216.63,,,A,1733,133
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,11,Johnathan Norman,"Houston, Texas",,216.38,,,A,1731,131
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,12,Kevin McCune,"Munster, Ind.",,215.25,,,A,1722,122
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,13,Brandon Runk,"Milton, Pa.",,214.38,,,A,1715,115
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,14,Bryan Bourget,"Woonsocket, R.I.",,214.25,,,A,1714,114
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,15,Frank Snodgrass,"Adrian, MI",,214.25,,,A,1714,114
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,16,"David ""Boog"" Krol","Nixa, Mo.",,213.25,,,A,1706,106
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,17,Bryan Hahlen,"Greenwood, S.C.",,212.38,,,A,1699,99
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,18,Mike Eaton Jr.,"Byron Center, Mich.",,212.13,,,A,1697,97
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,19,Dimitri Cruz,"Denton, Texas",,211.63,,,A,1693,93
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,20,Fero Williams,"Gardena, CA",,209.5,,,A,1676,76
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,21,Charles Peavy,"Lillian, Ala.",,209.38,,,A,1675,75
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,22,Matt Zweig,"Tempe, Ariz.",,209.13,,,A,1673,73
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,23,Jim Pratt,"Avondale, Ariz.",,208.63,,,A,1669,69
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,24,Russ Oviatt,"Sioux Falls, S.D.",,208.63,,,A,1669,69
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,25,Scott Matthies,"Owosso, Mich.",,207.75,,,A,1662,62
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,26,Peter Fox,"West Hartford, Conn.",,207.38,,,A,1659,59
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,27,Ben Sobel,"New York, N.Y.",,205.75,,,A,1646,46
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,28,Stephen Hahn,"Spokane Valley, Wash.",,205.25,,,A,1642,42
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,29,David Stouffer,"Fort Myers, Fla.",,205.13,,,A,1641,41
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,30,George Gohagan III,"Henderson, NV",,204.88,,,A,1639,39
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,31,Eric Jones,"Edmond, Okla.",,204.5,,,A,1636,36
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,32,Paul Smith,"Madison, Conn.",,202.75,,,A,1622,22
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,33,Mitchell Shumway,"Wauwatosa, Wisc.",,202,,,A,1616,16
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,34,Toby Sambueno,"Apopka, FL",,201,,,A,1608,8
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,35,David Haynes,Las Vegas,,200.63,,,A,1605,5
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,36,Tomas Käyhkö,Finland,,200.38,,,A,1603,3
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,37,Tim Mack,"Greenwood, Ind.",,199.88,,,A,1599,-1
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,38,Brian Robinson,"Morgantown, W. Va.",,199.63,,,A,1597,-3
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,39,Justin Knowles,"Okemos, Mich.",,199.63,,,A,1597,-3
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,40,Michael Ruben,"Selden, N.Y.",,199.38,,,A,1595,-5
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,41,Dakota Vostry,"Romeoville, Ill.",,199.13,,,A,1593,-7
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,42,Jarno Lahti,Tampere,,198.38,,,A,1587,-13
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,43,Tim Stampe,Denmark,,198.25,,,A,1586,-14
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,44,James Knoblauch,"Waukesha, Wis.",,197.75,,,A,1582,-18
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,45,Jean Perez,Puerto Rico,,196.88,,,A,1575,-25
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,46,Tim Gruendler,"St. Louis, Mo.",,196.75,,,A,1574,-26
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,47,Joe Paluszek,"Bensalem, Pa.",,195.38,,,A,1563,-37
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,48,Thomas Tkacz,"Barkhamsted, Conn.",,194.63,,,A,1557,-43
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,49,Wesley Low Jr.,"Palmdale, Calif.",,192.63,,,A,1541,-59
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,50,Callum Borck,"Perth, Austraillia",,192.63,,,A,1541,-59
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,51,Joseph Grondin,"San Pedro, Calif.",,192.5,,,A,1540,-60
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,52,Matt Kuba,"Minster, Ohio",,192.38,,,A,1539,-61
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,53,Bryan Schmidt,"Richfield, Wis.",,191.63,,,A,1533,-67
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,54,Kyle Bigelow,"Troy, Ohio",,189.75,,,A,1518,-82
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,55,Michael Mirabile,"Coram, N.Y.",,189.63,,,A,1517,-83
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,56,Cory Rockteschel,"West Allis, Wis.",,189.5,,,A,1516,-84
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,57,Matthew Hibbard,"Mukwonago, Wis.",,189.38,,,A,1515,-85
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,58,Will Clark,"Montgomery, Ill.",,188,,,A,1504,-96
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,59,Robert Mitchell,"Wautoma, WI",,187.63,,,A,1501,-99
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,60,Nathan Michalowski,"Mount Pleasant, Wis.",,187.5,,,A,1500,-100
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,61,Bailey Mavrick,"Peru, Ind.",,186.5,,,A,1492,-108
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,62,Gg Mason,"Cranston, R.I.",,185.75,,,A,1486,-114
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,63,Jason Craigen,"Olympia, Wash.",,185.5,,,A,1484,-116
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,64,Nathan Ruest-Lajoie,"Témiscouata-Sur-Le-Lac, Quebec",,185.5,,,A,1484,-116
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,65,Zayne Laforty,"Tavares, Fla.",,185.38,,,A,1483,-117
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,66,Zachary Dudley,"Baltimore, Md.",,185.13,,,A,1481,-119
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,67,Chad Rockteschel,"Appleton, Wis.",,183.25,,,A,1466,-134
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,68,Gareth Hatfield,"Greensboro, NC",,182.75,,,A,1462,-138
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,69,Blake Demore,"Springfield, Mo.",,182,,,A,1456,-144
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,70,Ryan Zagar,"Racine, Wis.",,177.25,,,A,1418,-182
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,71,Andrew Kubczak,"Milwaukee, Wis.",,173.5,,,A,1388,-212
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,72,Matt O'Reilly,"Tinley Park, Ill.",,170,,,A,1360,-240
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,73,Nate Purches,"Fond du Lac, Wis.",,169.25,,,A,1354,-246
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,74,Michael Kicmal,"La Grange, Ill.",,168.5,,,A,1348,-252
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,75,Morgan Moore,"Aurora, Colo.",,167.38,,,A,1339,-261
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,76,Jacob Vanoskey,"Hartford, Wis.",,163.13,,,A,1305,-295
Guaranteed Rate PBA World Series of Bowling - PTQ,2022-03-06T12:00:00Z,,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Earl Anthony,43,,,,Anthony Stewart,"Minneapolis, Minn.",,0,,,A,,
PBA Cheetah Championship,2022-03-06T12:00:00Z,2022-03-14T12:00:00Z,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Cheetah,35,,,1,Kyle Sherman,"O'Fallon, Mo.",'2-0-0',236,"2,500.00",20000,,,
PBA Cheetah Championship,2022-03-06T12:00:00Z,2022-03-14T12:00:00Z,Bowlero Wauwatosa,11737 W Burleigh Street Wauwatosa 53222 United States,Cheetah,35,,,2,Cristian Azcona,Puerto Rico,'0-1-0',225.5,"1,500.00",11000,,,
